istNo;tarih;enDusuk;enYuksek;hadise;enDusukNem;enYuksekNem;ruzgarYon;ruzgarHiz
93718;2024-06-13T00:00:00.000Z;15;32;AB;28;66;283;11
93718;2024-06-14T00:00:00.000Z;17;32;PB;27;67;293;19
93719;2024-06-10T00:00:00.000Z;8;29;AB;20;77;130;7
93719;2024-06-11T00:00:00.000Z;10;31;AB;23;69;344;13
93719;2024-06-12T00:00:00.000Z;14;31;AB;20;48;310;15
93719;2024-06-13T00:00:00.000Z;14;32;AB;24;57;287;13
93719;2024-06-14T00:00:00.000Z;15;32;PB;19;65;292;21
93709;2024-06-10T00:00:00.000Z;17;27;AB;56;77;81;21
93709;2024-06-11T00:00:00.000Z;17;27;AB;58;73;121;13
93709;2024-06-12T00:00:00.000Z;18;29;AB;44;58;134;8
93709;2024-06-13T00:00:00.000Z;20;28;AB;39;57;121;7
93709;2024-06-14T00:00:00.000Z;20;29;PB;55;70;281;16
93710;2024-06-10T00:00:00.000Z;15;34;AB;29;79;46;9
93710;2024-06-11T00:00:00.000Z;16;35;SCK;27;68;16;9
93710;2024-06-12T00:00:00.000Z;18;38;SCK;18;59;3;13
93710;2024-06-13T00:00:00.000Z;20;38;SCK;26;60;9;10
93710;2024-06-14T00:00:00.000Z;21;39;SCK;24;66;258;10
93702;2024-06-10T00:00:00.000Z;13;26;AB;36;82;23;12
93702;2024-06-11T00:00:00.000Z;16;28;AB;31;64;352;11
93702;2024-06-12T00:00:00.000Z;16;29;AB;31;64;330;12
93702;2024-06-13T00:00:00.000Z;17;29;AB;40;64;335;11
93702;2024-06-14T00:00:00.000Z;19;30;PB;35;69;316;15
93701;2024-06-10T00:00:00.000Z;13;31;PB;15;73;342;8
93701;2024-06-11T00:00:00.000Z;14;35;SCK;18;73;334;13
93701;2024-06-12T00:00:00.000Z;15;36;SCK;20;70;289;15
93701;2024-06-13T00:00:00.000Z;16;36;SCK;20;65;292;13
93701;2024-06-14T00:00:00.000Z;18;36;SCK;17;62;286;17
93706;2024-06-10T00:00:00.000Z;7;32;AB;30;89;346;10
93706;2024-06-11T00:00:00.000Z;9;33;AB;31;85;327;9
93706;2024-06-12T00:00:00.000Z;13;34;AB;30;70;287;12
93706;2024-06-13T00:00:00.000Z;14;34;AB;31;62;300;9
93706;2024-06-14T00:00:00.000Z;14;34;PB;34;72;280;14
93711;2024-06-10T00:00:00.000Z;8;29;AB;20;80;360;9
93711;2024-06-11T00:00:00.000Z;10;31;AB;24;76;342;12
93711;2024-06-12T00:00:00.000Z;14;31;AB;22;54;308;15
93711;2024-06-13T00:00:00.000Z;14;32;AB;26;61;287;12
93711;2024-06-14T00:00:00.000Z;14;32;PB;22;74;294;21
93703;2024-06-10T00:00:00.000Z;11;32;AB;15;77;52;14
93703;2024-06-11T00:00:00.000Z;13;34;AB;19;71;31;12
93703;2024-06-12T00:00:00.000Z;17;36;SCK;15;53;346;15
93703;2024-06-13T00:00:00.000Z;18;37;SCK;16;50;339;13
93703;2024-06-14T00:00:00.000Z;17;38;SCK;13;65;276;16
93704;2024-06-10T00:00:00.000Z;16;30;AB;26;67;114;9
93704;2024-06-11T00:00:00.000Z;17;32;AB;25;69;322;5
93704;2024-06-12T00:00:00.000Z;18;33;AB;24;64;312;8
93704;2024-06-13T00:00:00.000Z;19;33;AB;24;65;268;7
93704;2024-06-14T00:00:00.000Z;21;35;SCK;19;64;295;10
93717;2024-06-10T00:00:00.000Z;20;28;AB;59;76;67;20
93717;2024-06-11T00:00:00.000Z;19;28;AB;61;80;62;13
93717;2024-06-12T00:00:00.000Z;21;28;AB;48;76;36;7
93717;2024-06-13T00:00:00.000Z;23;28;AB;50;76;8;6
93717;2024-06-14T00:00:00.000Z;22;29;PB;60;76;290;12
93705;2024-06-10T00:00:00.000Z;9;31;AB;23;77;249;9
93705;2024-06-11T00:00:00.000Z;11;34;AB;27;75;285;11
93705;2024-06-12T00:00:00.000Z;14;34;AB;28;58;279;14
93705;2024-06-13T00:00:00.000Z;16;34;AB;27;63;268;12
93705;2024-06-14T00:00:00.000Z;15;34;PB;27;59;278;15
93720;2024-06-10T00:00:00.000Z;17;28;AB;62;81;82;21
93720;2024-06-11T00:00:00.000Z;18;27;AB;63;73;172;13
93720;2024-06-12T00:00:00.000Z;18;30;AB;37;58;157;10
93720;2024-06-13T00:00:00.000Z;20;30;AB;37;65;184;7
93720;2024-06-14T00:00:00.000Z;19;31;PB;55;80;194;14
93707;2024-06-10T00:00:00.000Z;12;32;AB;30;79;12;11
93707;2024-06-11T00:00:00.000Z;14;33;AB;36;76;133;10
93707;2024-06-12T00:00:00.000Z;15;34;AB;32;76;311;10
93707;2024-06-13T00:00:00.000Z;16;34;AB;40;71;320;9
93707;2024-06-14T00:00:00.000Z;17;34;PB;40;78;295;11
98006;2024-06-10T00:00:00.000Z;18;33;PB;34;90;286;18
98006;2024-06-11T00:00:00.000Z;18;33;AB;38;79;288;18
98006;2024-06-12T00:00:00.000Z;20;36;SCK;39;80;282;15
98006;2024-06-13T00:00:00.000Z;22;38;SCK;29;81;288;16
98006;2024-06-14T00:00:00.000Z;23;40;SCK;21;68;291;14
98002;2024-06-10T00:00:00.000Z;18;36;SCK;34;78;270;13
98002;2024-06-11T00:00:00.000Z;19;36;SCK;45;76;272;13
98002;2024-06-12T00:00:00.000Z;19;38;SCK;49;82;265;11
98002;2024-06-13T00:00:00.000Z;21;40;SCK;42;78;271;12
98002;2024-06-14T00:00:00.000Z;23;42;SCK;32;69;272;11
98003;2024-06-10T00:00:00.000Z;19;30;PB;28;84;293;17
98003;2024-06-11T00:00:00.000Z;19;31;AB;28;74;297;17
98003;2024-06-12T00:00:00.000Z;21;33;AB;32;75;305;14
98003;2024-06-13T00:00:00.000Z;22;35;SCK;25;74;306;16
98003;2024-06-14T00:00:00.000Z;24;37;SCK;19;62;298;15
98007;2024-06-10T00:00:00.000Z;21;38;SCK;22;90;182;20
98007;2024-06-11T00:00:00.000Z;23;37;SCK;39;85;172;16
98007;2024-06-12T00:00:00.000Z;23;38;SCK;47;91;177;14
98007;2024-06-13T00:00:00.000Z;24;41;SCK;41;86;165;12
98007;2024-06-14T00:00:00.000Z;25;43;SCK;33;77;153;15
98001;2024-06-10T00:00:00.000Z;20;35;SCK;40;76;196;17
98001;2024-06-11T00:00:00.000Z;20;35;SCK;43;74;202;13
98001;2024-06-12T00:00:00.000Z;21;37;SCK;49;74;225;10
98001;2024-06-13T00:00:00.000Z;23;40;SCK;41;74;201;11
98001;2024-06-14T00:00:00.000Z;24;41;SCK;31;63;199;12
98004;2024-06-10T00:00:00.000Z;18;36;SCK;21;78;183;16
98004;2024-06-11T00:00:00.000Z;20;35;SCK;38;85;149;14
98004;2024-06-12T00:00:00.000Z;21;35;SCK;48;89;159;13
98004;2024-06-13T00:00:00.000Z;22;37;SCK;43;85;141;10
98004;2024-06-14T00:00:00.000Z;23;39;SCK;34;72;135;15
98005;2024-06-10T00:00:00.000Z;20;34;PB;45;83;181;19
98005;2024-06-11T00:00:00.000Z;20;35;SCK;52;83;183;18
98005;2024-06-12T00:00:00.000Z;20;36;SCK;54;88;189;14
98005;2024-06-13T00:00:00.000Z;22;38;SCK;51;88;178;15
98005;2024-06-14T00:00:00.000Z;23;40;SCK;42;80;175;17
90405;2024-06-10T00:00:00.000Z;9;22;GSY;43;83;244;10
90405;2024-06-11T00:00:00.000Z;9;20;GSY;56;83;129;16
90405;2024-06-12T00:00:00.000Z;8;22;GSY;46;94;34;6
90405;2024-06-13T00:00:00.000Z;8;24;PB;32;91;13;12
90405;2024-06-14T00:00:00.000Z;9;24;PB;34;81;23;13
90406;2024-06-10T00:00:00.000Z;11;24;GSY;37;71;159;7
90406;2024-06-11T00:00:00.000Z;12;22;GSY;50;73;119;8
90406;2024-06-12T00:00:00.000Z;12;24;GSY;42;75;190;6
90406;2024-06-13T00:00:00.000Z;12;26;PB;30;72;323;9
90406;2024-06-14T00:00:00.000Z;12;27;PB;28;69;258;4
90407;2024-06-10T00:00:00.000Z;10;23;GSY;34;90;213;16
90407;2024-06-11T00:00:00.000Z;10;22;GSY;44;91;139;13
90407;2024-06-12T00:00:00.000Z;8;24;GSY;38;96;34;9
90407;2024-06-13T00:00:00.000Z;9;25;PB;27;94;26;9
90407;2024-06-14T00:00:00.000Z;9;26;PB;25;85;10;8
90408;2024-06-10T00:00:00.000Z;9;24;GSY;31;78;241;16
90408;2024-06-11T00:00:00.000Z;9;22;GSY;38;75;28;9
90408;2024-06-12T00:00:00.000Z;8;25;GSY;31;90;27;9
90408;2024-06-13T00:00:00.000Z;9;26;PB;25;80;11;12
90408;2024-06-14T00:00:00.000Z;10;27;PB;23;74;31;10
90401;2024-06-10T00:00:00.000Z;10;26;GSY;33;80;231;13
90401;2024-06-11T00:00:00.000Z;9;24;GSY;43;84;118;9
90401;2024-06-12T00:00:00.000Z;8;26;GSY;32;94;8;7
90401;2024-06-13T00:00:00.000Z;9;28;PB;25;91;25;9
90401;2024-06-14T00:00:00.000Z;9;29;PB;26;83;68;8
90402;2024-06-10T00:00:00.000Z;11;26;GSY;24;62;233;22
90402;2024-06-11T00:00:00.000Z;10;25;GSY;28;62;321;8
90402;2024-06-12T00:00:00.000Z;9;26;GSY;27;82;243;9
90402;2024-06-13T00:00:00.000Z;10;28;PB;19;74;299;9
90402;2024-06-14T00:00:00.000Z;10;29;PB;20;67;348;9
90403;2024-06-10T00:00:00.000Z;10;25;GSY;30;82;245;15
90403;2024-06-11T00:00:00.000Z;9;23;GSY;43;81;107;13
90403;2024-06-12T00:00:00.000Z;8;26;GSY;35;93;57;10
90403;2024-06-13T00:00:00.000Z;9;27;PB;23;86;58;11
90403;2024-06-14T00:00:00.000Z;9;26;PB;34;83;23;13
90404;2024-06-10T00:00:00.000Z;11;25;GSY;28;80;220;18
90404;2024-06-11T00:00:00.000Z;11;24;GSY;38;80;41;8
90404;2024-06-12T00:00:00.000Z;10;26;GSY;29;90;4;13
90404;2024-06-13T00:00:00.000Z;11;28;PB;24;88;43;12
90404;2024-06-14T00:00:00.000Z;12;28;PB;21;74;35;11
95504;2024-06-10T00:00:00.000Z;17;29;AB;54;73;39;15
95504;2024-06-11T00:00:00.000Z;17;29;AB;49;80;60;16
95504;2024-06-12T00:00:00.000Z;17;31;AB;50;77;58;13
95504;2024-06-13T00:00:00.000Z;19;31;AB;36;75;16;10
95504;2024-06-14T00:00:00.000Z;19;31;PB;49;70;314;12
95512;2024-06-10T00:00:00.000Z;14;26;AB;47;92;37;12
95512;2024-06-11T00:00:00.000Z;14;29;AB;31;90;48;14
95512;2024-06-12T00:00:00.000Z;16;31;AB;29;84;46;14
95512;2024-06-13T00:00:00.000Z;17;32;AB;30;77;36;15
95512;2024-06-14T00:00:00.000Z;18;35;PB;27;69;57;17
95501;2024-06-10T00:00:00.000Z;18;27;PB;58;77;56;10
95501;2024-06-11T00:00:00.000Z;19;27;AB;56;88;62;13
95501;2024-06-12T00:00:00.000Z;20;28;AB;58;90;66;12
95501;2024-06-13T00:00:00.000Z;20;29;AB;51;84;56;9
95501;2024-06-14T00:00:00.000Z;21;30;PB;58;74;59;9
95516;2024-06-10T00:00:00.000Z;16;30;AB;49;95;22;12
95516;2024-06-11T00:00:00.000Z;16;32;AB;39;91;29;11
95516;2024-06-12T00:00:00.000Z;18;33;AB;39;87;28;10
95516;2024-06-13T00:00:00.000Z;19;35;SCK;35;83;21;12
95516;2024-06-14T00:00:00.000Z;20;37;SCK;35;78;31;11
95505;2024-06-10T00:00:00.000Z;18;31;AB;36;83;74;15
95505;2024-06-11T00:00:00.000Z;19;30;AB;46;88;83;18
95505;2024-06-12T00:00:00.000Z;21;31;AB;41;94;86;16
95505;2024-06-13T00:00:00.000Z;22;33;AB;35;92;66;12
95505;2024-06-14T00:00:00.000Z;22;35;SCK;36;89;83;15
95502;2024-06-10T00:00:00.000Z;18;25;AB;59;84;35;11
95502;2024-06-11T00:00:00.000Z;18;26;AB;60;90;48;16
95502;2024-06-12T00:00:00.000Z;19;27;AB;63;90;48;14
95502;2024-06-13T00:00:00.000Z;20;27;AB;55;90;38;11
95502;2024-06-14T00:00:00.000Z;21;28;PB;59;83;44;13
95507;2024-06-10T00:00:00.000Z;12;31;AB;23;79;54;19
95507;2024-06-11T00:00:00.000Z;13;34;AB;15;70;49;17
95507;2024-06-12T00:00:00.000Z;15;36;SCK;14;74;65;19
95507;2024-06-13T00:00:00.000Z;18;36;SCK;17;50;54;20
95507;2024-06-14T00:00:00.000Z;18;36;SCK;18;47;41;21
95508;2024-06-10T00:00:00.000Z;12;29;AB;37;88;64;14
95508;2024-06-11T00:00:00.000Z;13;32;AB;22;86;61;16
95508;2024-06-12T00:00:00.000Z;15;34;AB;18;84;59;16
95508;2024-06-13T00:00:00.000Z;17;35;SCK;21;73;52;17
95508;2024-06-14T00:00:00.000Z;18;37;SCK;18;59;50;19
95509;2024-06-10T00:00:00.000Z;10;26;AB;44;87;61;16
95509;2024-06-11T00:00:00.000Z;11;30;AB;32;71;16;14
95509;2024-06-12T00:00:00.000Z;14;31;AB;25;50;18;14
95509;2024-06-13T00:00:00.000Z;17;32;AB;22;48;62;15
95509;2024-06-14T00:00:00.000Z;15;34;PB;25;57;52;16
95513;2024-06-10T00:00:00.000Z;18;29;AB;50;78;73;14
95513;2024-06-11T00:00:00.000Z;18;28;AB;60;89;92;18
95513;2024-06-12T00:00:00.000Z;18;29;AB;58;91;96;17
95513;2024-06-13T00:00:00.000Z;19;31;AB;46;85;86;13
95513;2024-06-14T00:00:00.000Z;20;31;PB;50;79;100;16
95514;2024-06-10T00:00:00.000Z;16;30;AB;46;90;8;11
95514;2024-06-11T00:00:00.000Z;16;31;AB;49;87;54;13
95514;2024-06-12T00:00:00.000Z;18;32;AB;48;88;52;13
95514;2024-06-13T00:00:00.000Z;20;34;AB;42;83;37;11
95514;2024-06-14T00:00:00.000Z;20;37;SCK;38;86;50;13
95515;2024-06-10T00:00:00.000Z;16;30;AB;50;87;13;12
95515;2024-06-11T00:00:00.000Z;16;31;AB;54;88;54;14
95515;2024-06-12T00:00:00.000Z;17;32;AB;55;87;40;13
95515;2024-06-13T00:00:00.000Z;18;33;AB;52;88;20;10
95515;2024-06-14T00:00:00.000Z;19;36;SCK;45;87;58;12
95510;2024-06-10T00:00:00.000Z;17;30;AB;50;89;24;12
95510;2024-06-11T00:00:00.000Z;16;29;AB;61;95;73;15
95510;2024-06-12T00:00:00.000Z;17;30;AB;61;96;78;17
95510;2024-06-13T00:00:00.000Z;18;31;AB;59;96;67;13
95510;2024-06-14T00:00:00.000Z;18;32;PB;55;96;77;16
95511;2024-06-10T00:00:00.000Z;15;34;AB;26;73;50;15
95511;2024-06-11T00:00:00.000Z;16;37;SCK;21;62;59;12
95511;2024-06-12T00:00:00.000Z;18;40;SCK;16;58;50;14
95511;2024-06-13T00:00:00.000Z;21;40;SCK;19;40;58;15
95511;2024-06-14T00:00:00.000Z;20;40;SCK;19;51;47;13
95517;2024-06-10T00:00:00.000Z;17;28;AB;62;75;44;14
95517;2024-06-11T00:00:00.000Z;17;29;AB;52;83;57;16
95517;2024-06-12T00:00:00.000Z;18;30;AB;55;80;56;13
95517;2024-06-13T00:00:00.000Z;20;30;AB;40;71;20;9
95517;2024-06-14T00:00:00.000Z;20;30;PB;55;67;360;10
95506;2024-06-10T00:00:00.000Z;16;29;AB;44;95;358;11
95506;2024-06-11T00:00:00.000Z;16;29;AB;48;93;57;13
95506;2024-06-12T00:00:00.000Z;17;30;AB;47;96;58;13
95506;2024-06-13T00:00:00.000Z;18;32;AB;42;95;46;11
95506;2024-06-14T00:00:00.000Z;19;35;SCK;39;96;74;12
90105;2024-06-10T00:00:00.000Z;15;32;PB;30;78;324;6
90105;2024-06-11T00:00:00.000Z;16;34;AB;24;74;184;5
90105;2024-06-12T00:00:00.000Z;17;35;SCK;34;73;170;9
90105;2024-06-13T00:00:00.000Z;19;37;SCK;26;70;126;6
90105;2024-06-14T00:00:00.000Z;21;37;SCK;24;59;96;7
90106;2024-06-10T00:00:00.000Z;20;37;SCK;28;96;224;18
90106;2024-06-11T00:00:00.000Z;21;35;SCK;48;96;206;18
90106;2024-06-12T00:00:00.000Z;22;37;SCK;52;96;201;16
90106;2024-06-13T00:00:00.000Z;21;41;SCK;38;96;195;16
90106;2024-06-14T00:00:00.000Z;23;41;SCK;35;89;192;16
90108;2024-06-10T00:00:00.000Z;15;34;PB;23;80;17;13
90108;2024-06-11T00:00:00.000Z;16;36;SCK;22;81;339;12
90108;2024-06-12T00:00:00.000Z;17;39;SCK;20;88;180;15
90108;2024-06-13T00:00:00.000Z;19;40;SCK;19;78;351;15
90108;2024-06-14T00:00:00.000Z;20;40;SCK;19;63;34;11
90110;2024-06-10T00:00:00.000Z;22;36;SCK;27;71;165;14
90110;2024-06-11T00:00:00.000Z;21;35;SCK;40;72;186;13
90110;2024-06-12T00:00:00.000Z;23;37;SCK;42;80;194;10
90110;2024-06-13T00:00:00.000Z;24;39;SCK;35;76;184;11
90110;2024-06-14T00:00:00.000Z;26;40;SCK;28;70;180;12
90111;2024-06-10T00:00:00.000Z;24;31;PB;69;94;222;22
90111;2024-06-11T00:00:00.000Z;24;30;AB;75;90;208;19
90111;2024-06-12T00:00:00.000Z;24;31;AB;75;94;210;18
90111;2024-06-13T00:00:00.000Z;23;32;AB;72;96;213;18
90111;2024-06-14T00:00:00.000Z;23;32;AB;69;96;210;18
90112;2024-06-10T00:00:00.000Z;23;40;SCK;20;68;348;16
90112;2024-06-11T00:00:00.000Z;21;40;SCK;32;88;205;12
90112;2024-06-12T00:00:00.000Z;23;41;SCK;43;93;167;11
90112;2024-06-13T00:00:00.000Z;25;44;SCK;35;90;148;11
90112;2024-06-14T00:00:00.000Z;26;45;SCK;25;79;155;9
90113;2024-06-10T00:00:00.000Z;17;32;PB;17;72;326;15
90113;2024-06-11T00:00:00.000Z;17;34;PB;17;52;337;10
90113;2024-06-12T00:00:00.000Z;20;36;SCK;19;44;321;12
90113;2024-06-13T00:00:00.000Z;21;37;SCK;16;43;319;12
90113;2024-06-14T00:00:00.000Z;23;37;SCK;18;49;330;10
90114;2024-06-10T00:00:00.000Z;15;31;PB;30;85;13;16
90114;2024-06-11T00:00:00.000Z;15;33;AB;25;67;339;15
90114;2024-06-12T00:00:00.000Z;17;35;SCK;24;63;339;15
90114;2024-06-13T00:00:00.000Z;19;36;SCK;21;55;343;17
90114;2024-06-14T00:00:00.000Z;20;36;SCK;24;52;332;13
90101;2024-06-10T00:00:00.000Z;21;35;SCK;34;96;238;19
90101;2024-06-11T00:00:00.000Z;22;35;SCK;42;96;213;18
90101;2024-06-12T00:00:00.000Z;23;37;SCK;43;96;216;17
90101;2024-06-13T00:00:00.000Z;23;39;SCK;37;96;219;16
90101;2024-06-14T00:00:00.000Z;24;40;SCK;34;96;227;18
90102;2024-06-10T00:00:00.000Z;8;28;PB;30;92;349;14
90102;2024-06-11T00:00:00.000Z;9;31;AB;28;72;337;14
90102;2024-06-12T00:00:00.000Z;12;33;AB;23;61;340;14
90102;2024-06-13T00:00:00.000Z;14;34;AB;21;56;335;15
90102;2024-06-14T00:00:00.000Z;15;34;AB;22;56;335;13
90103;2024-06-10T00:00:00.000Z;23;32;PB;47;96;201;23
90103;2024-06-11T00:00:00.000Z;23;32;AB;60;91;208;20
90103;2024-06-12T00:00:00.000Z;23;33;AB;61;95;200;19
90103;2024-06-13T00:00:00.000Z;23;35;SCK;59;96;202;18
90103;2024-06-14T00:00:00.000Z;24;36;SCK;54;95;200;19
90109;2024-06-10T00:00:00.000Z;19;39;SCK;18;87;238;20
90109;2024-06-11T00:00:00.000Z;20;39;SCK;31;91;225;18
90109;2024-06-12T00:00:00.000Z;21;40;SCK;35;95;220;15
90109;2024-06-13T00:00:00.000Z;22;43;SCK;29;91;227;14
90109;2024-06-14T00:00:00.000Z;24;44;SCK;21;84;225;14
97202;2024-06-10T00:00:00.000Z;23;34;SCK;31;59;279;13
97202;2024-06-11T00:00:00.000Z;22;37;SCK;18;65;58;8
97202;2024-06-12T00:00:00.000Z;24;38;SCK;17;63;12;6
97202;2024-06-13T00:00:00.000Z;25;39;SCK;16;52;336;7
97202;2024-06-14T00:00:00.000Z;26;40;SCK;15;53;8;8
97203;2024-06-10T00:00:00.000Z;21;33;GSY;19;38;241;25
97203;2024-06-11T00:00:00.000Z;18;35;SCK;16;44;355;17
97203;2024-06-12T00:00:00.000Z;18;35;SCK;15;43;343;12
97203;2024-06-13T00:00:00.000Z;20;37;SCK;13;31;356;14
97203;2024-06-14T00:00:00.000Z;20;38;SCK;13;28;10;13
97206;2024-06-10T00:00:00.000Z;24;36;GSY;23;45;255;23
97206;2024-06-11T00:00:00.000Z;22;38;SCK;17;51;327;10
97206;2024-06-12T00:00:00.000Z;22;38;SCK;16;56;332;7
97206;2024-06-13T00:00:00.000Z;24;40;SCK;15;46;355;10
97206;2024-06-14T00:00:00.000Z;24;41;SCK;14;41;328;8
97204;2024-06-10T00:00:00.000Z;24;34;SCK;23;47;212;9
97204;2024-06-11T00:00:00.000Z;22;35;SCK;19;48;27;17
97204;2024-06-12T00:00:00.000Z;24;36;SCK;21;47;26;15
97204;2024-06-13T00:00:00.000Z;26;38;SCK;17;40;19;14
97204;2024-06-14T00:00:00.000Z;27;39;SCK;16;32;25;20
97201;2024-06-10T00:00:00.000Z;18;36;GSY;24;48;347;10
97201;2024-06-11T00:00:00.000Z;17;36;SCK;16;58;53;11
97201;2024-06-12T00:00:00.000Z;17;37;SCK;17;61;72;7
97201;2024-06-13T00:00:00.000Z;19;38;SCK;14;50;275;9
97201;2024-06-14T00:00:00.000Z;19;39;SCK;13;39;280;10
97205;2024-06-10T00:00:00.000Z;22;32;SCK;30;49;243;17
97205;2024-06-11T00:00:00.000Z;21;34;AB;22;50;354;11
97205;2024-06-12T00:00:00.000Z;23;36;SCK;24;51;43;11
97205;2024-06-13T00:00:00.000Z;24;38;SCK;19;44;44;12
97205;2024-06-14T00:00:00.000Z;26;38;SCK;18;37;45;16
95907;2024-06-10T00:00:00.000Z;15;34;PB;26;80;88;10
95907;2024-06-11T00:00:00.000Z;18;36;SCK;23;66;185;16
95907;2024-06-12T00:00:00.000Z;22;36;SCK;30;65;67;12
95907;2024-06-13T00:00:00.000Z;22;36;SCK;28;70;181;17
95907;2024-06-14T00:00:00.000Z;23;31;PB;47;63;45;21
95908;2024-06-10T00:00:00.000Z;16;35;SCK;23;82;175;12
95908;2024-06-11T00:00:00.000Z;19;38;SCK;24;47;231;18
95908;2024-06-12T00:00:00.000Z;20;38;SCK;24;69;218;14
95908;2024-06-13T00:00:00.000Z;20;38;SCK;21;68;232;23
95908;2024-06-14T00:00:00.000Z;22;33;GSY;35;63;68;14
95902;2024-06-10T00:00:00.000Z;18;33;PB;28;78;84;12
95902;2024-06-11T00:00:00.000Z;21;35;SCK;24;59;177;14
95902;2024-06-12T00:00:00.000Z;21;33;PB;34;65;47;14
95902;2024-06-13T00:00:00.000Z;21;34;PB;30;77;44;16
95902;2024-06-14T00:00:00.000Z;21;28;PB;53;70;39;23
95909;2024-06-10T00:00:00.000Z;17;34;PB;21;75;204;11
95909;2024-06-11T00:00:00.000Z;20;35;SCK;23;50;236;17
95909;2024-06-12T00:00:00.000Z;21;36;SCK;24;72;234;15
95909;2024-06-13T00:00:00.000Z;22;36;SCK;23;66;234;20
95909;2024-06-14T00:00:00.000Z;22;32;PB;31;74;24;17
95904;2024-06-10T00:00:00.000Z;17;30;PB;53;77;49;13
95904;2024-06-11T00:00:00.000Z;19;32;PB;52;73;148;11
95904;2024-06-12T00:00:00.000Z;20;34;PB;48;68;190;13
95904;2024-06-13T00:00:00.000Z;21;34;PB;54;78;36;14
95904;2024-06-14T00:00:00.000Z;22;33;PB;50;71;34;22
95910;2024-06-10T00:00:00.000Z;15;36;SCK;26;86;158;13
95910;2024-06-11T00:00:00.000Z;18;37;SCK;24;73;163;16
95910;2024-06-12T00:00:00.000Z;21;37;SCK;30;61;152;14
95910;2024-06-13T00:00:00.000Z;20;37;SCK;28;71;158;18
95910;2024-06-14T00:00:00.000Z;21;32;PB;44;65;55;19
95911;2024-06-10T00:00:00.000Z;17;34;PB;32;86;72;13
95911;2024-06-11T00:00:00.000Z;20;37;SCK;26;61;194;14
95911;2024-06-12T00:00:00.000Z;20;34;PB;37;71;42;15
95911;2024-06-13T00:00:00.000Z;21;34;PB;31;73;44;16
95911;2024-06-14T00:00:00.000Z;20;28;PB;57;81;41;22
95901;2024-06-10T00:00:00.000Z;19;29;PB;36;71;155;10
95901;2024-06-11T00:00:00.000Z;22;30;PB;45;60;139;13
95901;2024-06-12T00:00:00.000Z;23;31;PB;45;59;132;14
95901;2024-06-13T00:00:00.000Z;22;30;PB;47;68;149;10
95901;2024-06-14T00:00:00.000Z;24;30;PB;44;64;68;16
95905;2024-06-10T00:00:00.000Z;16;34;PB;28;77;84;12
95905;2024-06-11T00:00:00.000Z;20;37;SCK;24;58;173;14
95905;2024-06-12T00:00:00.000Z;19;35;SCK;33;63;51;13
95905;2024-06-13T00:00:00.000Z;20;35;SCK;30;77;44;16
95905;2024-06-14T00:00:00.000Z;20;29;PB;52;68;38;24
95906;2024-06-10T00:00:00.000Z;16;35;SCK;27;77;81;11
95906;2024-06-11T00:00:00.000Z;19;37;SCK;22;64;196;13
95906;2024-06-12T00:00:00.000Z;21;37;SCK;30;58;124;12
95906;2024-06-13T00:00:00.000Z;21;37;SCK;30;70;166;15
95906;2024-06-14T00:00:00.000Z;22;32;PB;43;60;35;22
95903;2024-06-10T00:00:00.000Z;18;31;PB;51;75;71;16
95903;2024-06-11T00:00:00.000Z;21;35;SCK;46;69;291;15
95903;2024-06-12T00:00:00.000Z;21;34;PB;49;73;214;13
95903;2024-06-13T00:00:00.000Z;22;34;PB;55;68;98;16
95903;2024-06-14T00:00:00.000Z;22;34;PB;60;74;97;25
95219;2024-06-10T00:00:00.000Z;11;21;PB;57;96;15;12
95219;2024-06-11T00:00:00.000Z;11;25;AB;38;90;10;12
95219;2024-06-12T00:00:00.000Z;13;27;AB;36;84;360;11
95219;2024-06-13T00:00:00.000Z;15;27;AB;34;80;1;13
95219;2024-06-14T00:00:00.000Z;16;29;PB;33;73;32;11
95201;2024-06-10T00:00:00.000Z;19;26;PB;63;86;333;15
95201;2024-06-11T00:00:00.000Z;19;26;AB;71;92;45;13
95201;2024-06-12T00:00:00.000Z;19;26;AB;66;93;59;13
95201;2024-06-13T00:00:00.000Z;20;27;AB;60;93;50;11
95201;2024-06-14T00:00:00.000Z;21;28;PB;66;86;63;12
95202;2024-06-10T00:00:00.000Z;12;24;PB;58;96;9;11
95202;2024-06-11T00:00:00.000Z;13;26;AB;47;90;12;10
95202;2024-06-12T00:00:00.000Z;14;28;AB;37;76;7;9
95202;2024-06-13T00:00:00.000Z;15;30;AB;34;66;5;10
95202;2024-06-14T00:00:00.000Z;16;32;PB;34;69;15;9
95203;2024-06-10T00:00:00.000Z;18;27;PB;51;89;1;13
95203;2024-06-11T00:00:00.000Z;17;28;AB;47;82;26;12
95203;2024-06-12T00:00:00.000Z;18;30;AB;46;83;32;12
95203;2024-06-13T00:00:00.000Z;19;32;AB;40;81;19;11
95203;2024-06-14T00:00:00.000Z;20;34;PB;37;77;33;10
95204;2024-06-10T00:00:00.000Z;12;23;PB;59;96;359;10
95204;2024-06-11T00:00:00.000Z;11;25;AB;44;96;357;10
95204;2024-06-12T00:00:00.000Z;13;28;AB;34;93;344;9
95204;2024-06-13T00:00:00.000Z;14;29;AB;30;87;352;11
95204;2024-06-14T00:00:00.000Z;14;31;PB;31;88;358;9
95211;2024-06-10T00:00:00.000Z;18;26;PB;62;88;331;15
